Title,Release Date,Rating,Description,Metascore,Link
507.Wipeout Pure,"Mar 16, 2005",E,"The latest and the greatest in the seminal WipEout series, ""Pure"" distils the essence of anti-gravity racing and futuristic adrenaline-fuelled combat. Hi-tech weapons, hi-octane speed and a high-tempo dance soundtrack combine to deliver an explosive taste of the future directly into your hands. Features all-new environments and race craft plus a pumping soundtrack specially created for the game by a range of top artists. Post launch downloads give you access to extra circuits, new craft, personalized skins and additional music. Go head-to-head full-screen in 8-player tournaments via WiFi. [SCEA]",88,https://www.metacritic.com/game/wipeout-pure/
508.A Short Hike,"Aug 18, 2020",E,"Hike, climb, and soar through the peaceful mountainside landscapes of Hawk Peak Provincial Park as you make your way to the summit.",88,https://www.metacritic.com/game/a-short-hike/
509.XCOM 2: War of the Chosen,"Aug 29, 2017",T,"XCOM 2: War of the Chosen adds extensive new content in the fight against ADVENT when additional resistance factions form in order to eliminate the alien threat on Earth. In response, a new enemy, known as the “Chosen,” emerges with one goal: recapture the Commander. This expansion includes new Hero classes to counter the “Chosen”, new enemies, missions, environments and increased depth in strategic gameplay.",88,https://www.metacritic.com/game/xcom-2-war-of-the-chosen/
510.DUSK,"Dec 10, 2018",N/A,"Battle through an onslaught of mystical backwater cultists, possessed militants & even darker forces as you attempt to discover just what lurks beneath the Earth in this retro FPS inspired by the '90s legends.",88,https://www.metacritic.com/game/dusk/
511.Excitebike 64,"Apr 30, 2000",E,"Experience extreme MX! You grind your way through the hairpin turn, a wall of mud exploding in your wake. Your next jump launches you into the air - you pull off a spectacular double no-footed can-can and become an instant legend! In Excitebike 64, you'll find all the high-flying action, heart-stopping stunts and bone-jarring crashes of the extreme sport of motocross. It'll set the daredevil inside you free. 20 stadium tracks and awesome outdoor courses - plus six different riders with six unique styles!",88,https://www.metacritic.com/game/excitebike-64/
512.Medieval: Total War,"Aug 19, 2002",T,"It opens with the preaching of the first Crusade in 1095. It ends with the fall of Constantinople in 1453. What happens in between is up to you. Guide your kingdom's fortunes through a period of brutal conflict and violent social upheaval. Lay siege to mighty fortresses as you command vast armies across the battlefields of Europe and North Africa. But be careful when forming alliances - and even more so when choosing enemies. For this is Total War: a world where empires fall even faster than they rise, and the penalty for fear is your life. [Activision]",88,https://www.metacritic.com/game/medieval-total-war/
513.Microsoft Flight Simulator 2004: A Century of Flight,"Jul 29, 2003",E,"Experience history at the controls of historic aircraft, such as Charles Lindbergh's Ryan NYP Spirit of St. Louis, the Douglas DC-3 and the world's first successful powered aircraft, the Wright Flyer. New engaging features such as interactive multimedia provide a wealth of historical information on the planes that shaped aviation history and the pilots who flew them. Informed and insightful articles explain all there is to know about Microsoft's Flight Simulator and the 24 aircraft included in the software. A Century of Flight also introduces an updated, dynamic weather system, enhanced automatically generated scenery (AutoGen) and detailed visual effects, improved Air Traffic Control functions, and 3D interactive cockpits, as well as 15 modern aircraft, including the Beechcraft Baron and the Robinson R22 helicopter. [Microsoft]",88,https://www.metacritic.com/game/microsoft-flight-simulator-2004-a-century-of-flig/
514.Tiger Woods PGA Tour 2005,"Sep 20, 2004",E,"TigerProofing is a revolutionary course-altering system that allows players to modify course dynamics and create the most intensely competitive course imaginable. Alter tee-box length, width and patterns on fairways and greens, the depth of a greenside bunker, and even the color of the leaves on the trees, course moisture and the season which you play. Take on the legends of golf including Arnold Palmer, Jack Nicklaus, and Ben Hogan and become a legend yourself! EA SPORTS GameFace II: The industry-leading GameFace technology just got a whole lot deeper with more control and freedom to express your creative vision from a youthful prodigy to a grizzled old veteran. Eight new licensed courses and two new fantasy courses have been added for a total of 14 courses. New licensed courses for console only include Coeur d?Alene and Colonial Country Club. New licensed courses for both console and PC include, Sherwood Country Club, Fancourt Golf Club Estate and Troon North ? Monument Course. Compete as or against 15 different PGA TOUR players including Tiger Woods, John Daly, Vijay Singh, Charles Howell III, Notah Begay III, and Jesper Parnevik, among others. Total Precision Swing: New putting and chipping systems allow for more control on the green or when you leave an approach shot short. In PGA TOUR Season Mode, play along with the 52-week PGA TOUR calendar of events for up to 10 seasons. Obtain sponsorships from real golf equipment manufacturers throughout your career and drive to surpass Tiger as number one on the overall money list. [EA Sports]",88,https://www.metacritic.com/game/tiger-woods-pga-tour-2005/
515.R4: Ridge Racer Type 4,"May 1, 1999",E,"&quot;R4 has to be the best-looking PlayStation racer ever (yes, edging out even Gran Turismo)&quot; - Official PlayStation Magazine, December 1998",88,https://www.metacritic.com/game/r4-ridge-racer-type-4/
516.Shenmue,"Nov 7, 2000",T,"It is the sequel to Shenmue, and was directed by Yu Suzuki of Sega AM2.",88,https://www.metacritic.com/game/shenmue/
517.Shadow Complex,"Aug 19, 2009",T,"[Xbox Live Arcade]  From blockbuster developers Epic Games and Chair Entertainment comes the next evolution in Xbox LIVE Arcade games. Powered by the industry-leading Unreal Engine 3, Shadow Complex is the height of old-school side-scrolling design combined with modern, cutting-edge gameplay. In Shadow Complex, gameplay is centered on exploration and fast-paced combat as you gather game-altering power-ups and an arsenal of futuristic weapons to overcome obstacles, thwart legions of enemies, and delve into a mysterious open game world. The original single-player adventure is set in a compelling universe based upon the best-selling novel, Empire, by Orson Scott Card. This completely original game features full 3-D side-scrolling action. The incredible next-gen graphics and robust physics combine with an open, evolving world design mixed with an awesome, compelling action-thriller story. Seek out 17 unique game altering power-ups, with more than 100 additional items and modifiers to discover and use. Fight against a large variety of enemies and experience massive, jaw-dropping boss battles. Pick up and play: The super-tight controls are simple and intuitive but also allow advanced players additional depth and precision. Noted scriptwriter: Shadow Complex features a script written by Peter David, one of the most popular comic book writers of all time. It's the first game to be set in Chair's Empire universe and based upon the best-selling novel by Orson Scott Card. [Chair Entertainment]",88,https://www.metacritic.com/game/shadow-complex/
